subject_id,classification_id,user_name,scale_x1,scale_y1,scale_x2,scale_y2,tegula_x1,tegula_y1,tegula_x2,tegula_y2,T3_1 Were you able to measure the bee?,Filename,started_at,finished_at,gold_standard,expert,workflow_version,catalogNumber,itd_pixels,scaledist_pixels,itd_cm
78052268,443745416,Pri_B,2905,212,3553,214,1717,2151,1717,1906,Yes,UCSB-IZC00043399.jpg,10/11/22 7:48,10/11/22 7:53,NA,NA,1.3,UCSB-IZC00043399,245,648.0030864124028,0.18904230947140646
78052103,443778883,Agustinclossirrazabal,1311,161,1937,161,1095,1502,1340,1470,Yes,UCSB-IZC00038711.jpg,10/11/22 12:44,10/11/22 12:44,NA,NA,1.3,UCSB-IZC00038711,247.08095839218367,626,0.1973490083004662
78051906,443778910,Agustinclossirrazabal,2983,313,3629,310,2049,1362,2019,1151,Yes,UCSB-IZC00030695.jpg,10/11/22 12:44,10/11/22 12:45,NA,NA,1.3,UCSB-IZC00030695,213.12203077110541,646.0069659067153,0.16495335346111473
78051940,443778947,Agustinclossirrazabal,2821,145,3342,148,718,1826,726,1627,Yes,UCSB-IZC00034424.jpg,10/11/22 12:45,10/11/22 12:45,NA,NA,1.3,UCSB-IZC00034424,199.16073910286636,521.0086371644908,0.19112997836923395
78052241,443778991,Agustinclossirrazabal,2999,180,3517,180,931,1221,926,1012,Yes,UCSB-IZC00042456.jpg,10/11/22 12:45,10/11/22 12:45,NA,NA,1.3,UCSB-IZC00042456,209.0598000573042,518,0.20179517380048667
78052064,443779028,Agustinclossirrazabal,2923,234,3597,240,3284,3342,3285,3063,Yes,UCSB-IZC00036889.jpg,10/11/22 12:45,10/11/22 12:46,NA,NA,1.3,UCSB-IZC00036889,279.0017921089397,674.0267057,0.20696642265694976
78052264,443779063,Agustinclossirrazabal,3139,332,3832,342,2294,2574,2326,2295,Yes,UCSB-IZC00043071.jpg,10/11/22 12:46,10/11/22 12:46,NA,NA,1.3,UCSB-IZC00043071,280.8291295432153,693.0721463166732,0.2025973277354166
78052139,443779089,Agustinclossirrazabal,3282,211,3842,221,1256,2389,1262,2154,Yes,UCSB-IZC00040284.jpg,10/11/22 12:46,10/11/22 12:46,NA,NA,1.3,UCSB-IZC00040284,235.07658326596462,560.0892785976179,0.20985634991492982
78052113,443779119,Agustinclossirrazabal,2862,224,3546,227,1798,2596,1826,2316,Yes,UCSB-IZC00038828.jpg,10/11/22 12:46,10/11/22 12:46,NA,NA,1.3,UCSB-IZC00038828,281.3965173913849,684.0065789157294,0.2056972301622068
78051845,443779157,Agustinclossirrazabal,3091,148,3603,151,999,1664,1002,1438,Yes,UCSB-IZC00005594.jpg,10/11/22 12:46,10/11/22 12:47,NA,NA,1.3,UCSB-IZC00005594,226.01991062736045,512.0087889870641,0.22071878011558005
78051866,443779213,Agustinclossirrazabal,2246,148,2707,138,513,1615,509,1418,Yes,UCSB-IZC00007085.jpg,10/11/22 12:47,10/11/22 12:47,NA,NA,1.3,UCSB-IZC00007085,197.0406049523803,461.1084471141252,0.21365972168322953
78052252,443779249,Agustinclossirrazabal,2983,230,3495,237,1223,1545,1180,1334,Yes,UCSB-IZC00042740.jpg,10/11/22 12:47,10/11/22 12:47,NA,NA,1.3,UCSB-IZC00042740,215.3369452741447,512.0478493266035,0.21027033465459855
78052210,443779301,Agustinclossirrazabal,2907,269,3587,285,1595,2681,1588,2419,Yes,UCSB-IZC00041883.jpg,10/11/22 12:47,10/11/22 12:48,NA,NA,1.3,UCSB-IZC00041883,262.0934947685654,680.1882092479992,0.19266248018201468
78051885,443779332,Agustinclossirrazabal,2532,224,3193,224,1320,2568,1328,2355,Yes,UCSB-IZC00012462.jpg,10/11/22 12:48,10/11/22 12:48,NA,NA,1.3,UCSB-IZC00012462,213.15018179677915,661,0.16123311784930344
78052128,443779362,Agustinclossirrazabal,3110,351,3797,348,1786,2721,1813,2435,Yes,UCSB-IZC00039750.jpg,10/11/22 12:48,10/11/22 12:48,NA,NA,1.3,UCSB-IZC00039750,287.2716484444645,687.0065501871143,0.20907489773294208
78052286,443779390,Agustinclossirrazabal,2901,157,3562,173,1784,2220,1754,1947,Yes,UCSB-IZC00044054.jpg,10/11/22 12:48,10/11/22 12:48,NA,NA,1.3,UCSB-IZC00044054,274.6434051638597,661.1936176340482,0.20768758033888568
78051852,443779420,Agustinclossirrazabal,2297,141,2723,141,702,1562,696,1410,Yes,UCSB-IZC00005622.jpg,10/11/22 12:48,10/11/22 12:49,NA,NA,1.3,UCSB-IZC00005622,152.11837495845134,426,0.1785426936132058
78051965,443779455,Agustinclossirrazabal,2611,218,3034,218,985,1349,978,1225,Yes,UCSB-IZC00035077.jpg,10/11/22 12:49,10/11/22 12:49,NA,NA,1.3,UCSB-IZC00035077,124.19742348374221,423,0.1468054651108064
78051903,443779489,Agustinclossirrazabal,3021,205,3708,205,1629,2769,1650,2517,Yes,UCSB-IZC00030369.jpg,10/11/22 12:49,10/11/22 12:49,NA,NA,1.3,UCSB-IZC00030369,252.87348615463821,687,0.1840418385404936
78052092,443779522,Agustinclossirrazabal,2637,183,3250,186,1363,2087,1341,1835,Yes,UCSB-IZC00037446.jpg,10/11/22 12:49,10/11/22 12:49,NA,NA,1.3,UCSB-IZC00037446,252.9584946191766,613.0073409022114,0.20632582820858034
78051950,443779575,Agustinclossirrazabal,2735,205,3215,205,971,1794,965,1646,Yes,UCSB-IZC00034526.jpg,10/11/22 12:49,10/11/22 12:50,NA,NA,1.3,UCSB-IZC00034526,148.12157169028418,480,0.15429330384404602
78052100,443779607,Agustinclossirrazabal,3285,199,3861,208,1528,2338,1523,2122,Yes,UCSB-IZC00038612.jpg,10/11/22 12:50,10/11/22 12:50,NA,NA,1.3,UCSB-IZC00038612,216.05786262017867,576.0703082089893,0.18752733784518907
78052230,443779647,Agustinclossirrazabal,3279,208,3867,202,1284,2260,1266,2030,Yes,UCSB-IZC00042297.jpg,10/11/22 12:50,10/11/22 12:50,NA,NA,1.3,UCSB-IZC00042297,230.70327262524907,588.0306114480776,0.19616603977225078
78052050,443779688,Agustinclossirrazabal,2662,141,3298,141,1258,1514,1499,1506,Yes,UCSB-IZC00036647.jpg,10/11/22 12:50,10/11/22 12:50,NA,NA,1.3,UCSB-IZC00036647,241.13274352522097,636,0.18956976692234354
78052056,443779731,Agustinclossirrazabal,2926,234,3600,234,3090,3210,3135,2980,Yes,UCSB-IZC00036756.jpg,10/11/22 12:50,10/11/22 12:51,NA,NA,1.3,UCSB-IZC00036756,234.3608329051593,674,0.17385818464774427
78052121,443779752,Agustinclossirrazabal,3069,370,3733,364,1807,2790,1768,2519,Yes,UCSB-IZC00039302.jpg,10/11/22 12:51,10/11/22 12:51,NA,NA,1.3,UCSB-IZC00039302,273.7918917718346,664.0271078803937,0.2061601766875086
78051981,443779774,Agustinclossirrazabal,2236,119,2824,116,953,1383,1157,1345,Yes,UCSB-IZC00036022.jpg,10/11/22 12:51,10/11/22 12:51,NA,NA,1.3,UCSB-IZC00036022,207.5090359478353,588.0076530114213,0.17645096529364787
78051911,443779816,Agustinclossirrazabal,2567,208,3203,199,1411,2605,1361,2378,Yes,UCSB-IZC00030820.jpg,10/11/22 12:51,10/11/22 12:51,NA,NA,1.3,UCSB-IZC00030820,232.44139046219803,636.0636760576728,0.18271864847154254
78052080,443779852,Agustinclossirrazabal,2134,180,2579,180,275,1790,249,1631,Yes,UCSB-IZC00037203.jpg,10/11/22 12:51,10/11/22 12:52,NA,NA,1.3,UCSB-IZC00037203,161.11176245079065,445,0.1810244521918996
78051894,443779885,Agustinclossirrazabal,2878,138,3365,141,1261,1487,1257,1315,Yes,UCSB-IZC00028334.jpg,10/11/22 12:52,10/11/22 12:52,NA,NA,1.3,UCSB-IZC00028334,172.04650534085255,487.0092401587469,0.17663577110443715
78052013,443779932,Agustinclossirrazabal,2341,113,2935,106,1044,1325,1253,1329,Yes,UCSB-IZC00036353.jpg,10/11/22 12:52,10/11/22 12:52,NA,NA,1.3,UCSB-IZC00036353,209.03827400741713,594.0412443593458,0.17594592630757325
78051837,443779977,Agustinclossirrazabal,2344,129,2942,129,1170,1595,1406,1603,Yes,UCSB-IZC00003658.jpg,10/11/22 12:52,10/11/22 12:53,NA,NA,1.3,UCSB-IZC00003658,236.13555429032706,598,0.19743775442335038
78052106,443780036,Agustinclossirrazabal,2182,8,2732,21,1367,1849,1374,1650,Yes,UCSB-IZC00038777.jpg,10/11/22 12:53,10/11/22 12:53,NA,NA,1.3,UCSB-IZC00038777,199.12307751739877,550.1536149113264,0.18097043454807926
78051865,443780092,Agustinclossirrazabal,2255,129,2697,129,670,1461,658,1308,Yes,UCSB-IZC00005939.jpg,10/11/22 12:53,10/11/22 12:53,NA,NA,1.3,UCSB-IZC00005939,153.46986674914396,442,0.1736084465488054
78052090,443780133,Agustinclossirrazabal,3136,354,3816,361,1764,2871,1725,2587,Yes,UCSB-IZC00037256.jpg,10/11/22 12:53,10/11/22 12:53,NA,NA,1.3,UCSB-IZC00037256,286.6653100743095,680.0360284573163,0.2107721488849782
78051924,443780186,Agustinclossirrazabal,3047,164,3581,154,1186,1639,1153,1418,Yes,UCSB-IZC00034389.jpg,10/11/22 12:53,10/11/22 12:54,NA,NA,1.3,UCSB-IZC00034389,223.45021816950637,534.0936247513164,0.20918637464877887
78052282,443780225,Agustinclossirrazabal,2929,183,3568,189,1969,2701,1950,2442,Yes,UCSB-IZC00043827.jpg,10/11/22 12:54,10/11/22 12:54,NA,NA,1.3,UCSB-IZC00043827,259.6959760951255,639.0281683932251,0.2031960318338596
78052088,443780279,Agustinclossirrazabal,2729,138,3361,141,1651,2251,1680,2009,Yes,UCSB-IZC00037247.jpg,10/11/22 12:54,10/11/22 12:54,NA,NA,1.3,UCSB-IZC00037247,243.73140954747709,632.0071202130558,0.19282330985868706
78051921,443780330,Agustinclossirrazabal,2201,132,2605,138,730,1342,740,1190,Yes,UCSB-IZC00033736.jpg,10/11/22 12:54,10/11/22 12:54,NA,NA,1.3,UCSB-IZC00033736,152.3285921946369,404.04455199891015,0.188504698
78052272,443780372,Agustinclossirrazabal,2916,221,3571,230,1775,2521,1782,2286,Yes,UCSB-IZC00043430.jpg,10/11/22 12:54,10/11/22 12:55,NA,NA,1.3,UCSB-IZC00043430,235.10423220350586,655.0618291,0.1794519400642943
78052257,443780402,Agustinclossirrazabal,2983,189,3654,192,2001,2136,1938,1853,Yes,UCSB-IZC00043003.jpg,10/11/22 12:55,10/11/22 12:55,NA,NA,1.3,UCSB-IZC00043003,289.9275771636772,671.0067064,0.21603925445844974
78051893,443780452,Agustinclossirrazabal,2293,135,2745,132,643,1500,669,1316,Yes,UCSB-IZC00027132.jpg,10/11/22 12:55,10/11/22 12:55,NA,NA,1.3,UCSB-IZC00027132,185.82787734890587,452.0099556425721,0.20555728367170045
78052302,443780515,Agustinclossirrazabal,2745,202,3403,205,1360,2415,1331,2151,Yes,UCSB-IZC00046733.jpg,10/11/22 12:55,10/11/22 12:55,NA,NA,1.3,UCSB-IZC00046733,265.5880268385606,658.0068388702355,0.20181251253753066
78052051,443780556,Agustinclossirrazabal,3133,176,3654,167,1162,1726,1158,1550,Yes,UCSB-IZC00036700.jpg,10/11/22 12:55,10/11/22 12:56,NA,NA,1.3,UCSB-IZC00036700,176.0454486773231,521.0777293264413,0.1689243646095603
78052015,443780598,Agustinclossirrazabal,2198,141,2653,132,637,1866,618,1691,Yes,UCSB-IZC00036433.jpg,10/11/22 12:56,10/11/22 12:56,NA,NA,1.3,UCSB-IZC00036433,176.0284067984483,455.0890022841686,0.19339997881176207
78052281,443780658,Agustinclossirrazabal,2932,183,3571,183,1734,2368,1758,2111,Yes,UCSB-IZC00043824.jpg,10/11/22 12:56,10/11/22 12:56,NA,NA,1.3,UCSB-IZC00043824,258.11818998280614,639,0.20197041469703142
78052170,443780720,Agustinclossirrazabal,1902,300,2611,297,1849,2832,1830,2576,Yes,UCSB-IZC00040968.jpg,10/11/22 12:56,10/11/22 12:57,NA,NA,1.3,UCSB-IZC00040968,256.7041098229633,709.0063469391512,0.18103089692439264
78052304,443780765,Agustinclossirrazabal,2916,224,3574,224,1780,2702,1771,2443,Yes,UCSB-IZC00046949.jpg,10/11/22 12:57,10/11/22 12:57,NA,NA,1.3,UCSB-IZC00046949,259.15632348063593,658,0.1969272974776869
78051952,443780820,Agustinclossirrazabal,2093,141,2490,141,644,1174,639,1041,Yes,UCSB-IZC00034542.jpg,10/11/22 12:57,10/11/22 12:57,NA,NA,1.3,UCSB-IZC00034542,133.09395177843356,397,0.1676246244060876
78052213,443780856,Agustinclossirrazabal,2904,227,3584,237,1868,2449,1856,2194,Yes,UCSB-IZC00041943.jpg,10/11/22 12:57,10/11/22 12:57,NA,NA,1.3,UCSB-IZC00041943,255.28219679405768,680.0735254367721,0.18768720384322019
78051978,443780887,Agustinclossirrazabal,2678,170,3193,170,831,1523,832,1340,Yes,UCSB-IZC00036009.jpg,10/11/22 12:57,10/11/22 12:58,NA,NA,1.3,UCSB-IZC00036009,183.0027322200409,515,0.17767255555343778
78052238,443780909,Agustinclossirrazabal,3288,189,3854,186,1353,2058,1344,1875,Yes,UCSB-IZC00042428.jpg,10/11/22 12:58,10/11/22 12:58,NA,NA,1.3,UCSB-IZC00042428,183.22117781522965,566.0079505,0.16185389062267475
78052154,443780938,Agustinclossirrazabal,1963,259,2668,259,1985,2765,1963,2497,Yes,UCSB-IZC00040827.jpg,10/11/22 12:58,10/11/22 12:58,NA,NA,1.3,UCSB-IZC00040827,268.9014689435519,705,0.19071026166209354
78051897,443780971,Agustinclossirrazabal,2300,167,2729,164,799,1370,789,1193,Yes,UCSB-IZC00028379.jpg,10/11/22 12:58,10/11/22 12:58,NA,NA,1.3,UCSB-IZC00028379,177.28226081590904,429.01048938225273,0.20661762964255723
78052065,443781007,Agustinclossirrazabal,2335,182,2904,174,936,2602,913,2488,Yes,UCSB-IZC00036892.jpg,10/11/22 12:58,10/11/22 12:59,NA,NA,1.3,UCSB-IZC00036892,116.29703349613007,569.0562362368064,0.10218413057486848
78052036,443781043,Agustinclossirrazabal,2662,151,3304,151,984,1501,1272,1525,Yes,UCSB-IZC00036601.jpg,10/11/22 12:59,10/11/22 12:59,NA,NA,1.3,UCSB-IZC00036601,288.99826989101507,642,0.22507653418303356
78052054,443781078,Agustinclossirrazabal,3079,205,3753,202,1686,2621,1713,2338,Yes,UCSB-IZC00036737.jpg,10/11/22 12:59,10/11/22 12:59,NA,NA,1.3,UCSB-IZC00036737,284.28506819739937,674.0066765247952,0.21089187844783994
78051946,443781122,Agustinclossirrazabal,1680,141,2029,145,488,1322,463,1210,Yes,UCSB-IZC00034503.jpg,10/11/22 12:59,10/11/22 12:59,NA,NA,1.3,UCSB-IZC00034503,114.75626344561765,349.02292188336287,0.16439645686647353
78052026,443781152,Agustinclossirrazabal,2920,161,3438,161,932,1511,932,1287,Yes,UCSB-IZC00036558.jpg,10/11/22 12:59,10/11/22 13:00,NA,NA,1.3,UCSB-IZC00036558,224,518,0.21621621621621623
78051982,443781180,Agustinclossirrazabal,2341,119,2932,119,1070,1375,1336,1363,Yes,UCSB-IZC00036025.jpg,10/11/22 13:00,10/11/22 13:00,NA,NA,1.3,UCSB-IZC00036025,266.27053911388697,591,0.2252711836834915
78051883,443781212,Agustinclossirrazabal,2481,237,3091,243,1516,2201,1521,1980,Yes,UCSB-IZC00012459.jpg,10/11/22 13:00,10/11/22 13:00,NA,NA,1.3,UCSB-IZC00012459,221.05655384991417,610.0295074830398,0.18118513214384147
78052187,443781246,Agustinclossirrazabal,3085,250,3756,259,2224,2259,2209,1998,Yes,UCSB-IZC00041489.jpg,10/11/22 13:00,10/11/22 13:01,NA,NA,1.3,UCSB-IZC00041489,261.43067914841214,671.0603549607144,0.1947892445260881
78051948,443802512,LeanneAldred,1150,139,1491,135,779,1183,781,1283,Yes,UCSB-IZC00034521.jpg,10/11/22 14:57,10/11/22 14:58,NA,NA,1.3,UCSB-IZC00034521,100.0199980003999,341.0234596,0.14664679977832756
78052274,443802661,LeanneAldred,1570,265,2223,269,1614,1749,1630,1994,Yes,UCSB-IZC00043477.jpg,10/11/22 14:58,10/11/22 14:59,NA,NA,1.3,UCSB-IZC00043477,245.52189311749777,653.0122510336234,0.18799179703663468
78052011,443802753,LeanneAldred,1325,108,1771,105,261,1701,243,1872,Yes,UCSB-IZC00036341.jpg,10/11/22 14:59,10/11/22 14:59,NA,NA,1.3,UCSB-IZC00036341,171.9447585708852,446.0100895719737,0.1927588215951537
78051901,443802852,LeanneAldred,1853,149,2369,152,983,1514,978,1713,Yes,UCSB-IZC00030335.jpg,10/11/22 14:59,10/11/22 15:00,NA,NA,1.3,UCSB-IZC00030335,199.0628041598932,516.0087208565375,0.19288705414654933
78052245,443802967,LeanneAldred,1996,189,2508,198,1128,1280,1132,1489,Yes,UCSB-IZC00042554.jpg,10/11/22 15:00,10/11/22 15:00,NA,NA,1.3,UCSB-IZC00042554,209.03827400741713,512.0790954530364,0.2041074082730139
78051884,443803069,LeanneAldred,1327,171,1908,173,1367,1455,1383,1675,Yes,UCSB-IZC00012461.jpg,10/11/22 15:00,10/11/22 15:01,NA,NA,1.3,UCSB-IZC00012461,220.5810508633958,581.0034423305941,0.18982766261984038
78052102,443803182,LeanneAldred,1173,99,1762,96,854,1315,1097,1301,Yes,UCSB-IZC00038705.jpg,10/11/22 15:01,10/11/22 15:01,NA,NA,1.3,UCSB-IZC00038705,243.4029581,589.0076400183617,0.20662122317132436
78052000,443803279,LeanneAldred,1035,119,1525,118,1103,1648,1117,1831,Yes,UCSB-IZC00036291.jpg,10/11/22 15:01,10/11/22 15:02,NA,NA,1.3,UCSB-IZC00036291,183.53473785635242,490.0010204071008,0.18727995474771542
78051840,443803375,LeanneAldred,1934,278,2573,277,1974,1698,1982,1934,Yes,UCSB-IZC00005582.jpg,10/11/22 15:02,10/11/22 15:02,NA,NA,1.3,UCSB-IZC00005582,236.13555429032706,639.0007824721343,0.18476937804111726
78052204,443803497,LeanneAldred,1573,235,2247,237,1501,2364,1507,2608,Yes,UCSB-IZC00041640.jpg,10/11/22 15:02,10/11/22 15:03,NA,NA,1.3,UCSB-IZC00041640,244.07375934335914,674.0029673525185,0.1810628225437049
78052078,443803634,LeanneAldred,1674,165,2347,162,1797,2606,1795,2346,Yes,UCSB-IZC00037139.jpg,10/11/22 15:03,10/11/22 15:03,NA,NA,1.3,UCSB-IZC00037139,260.0076921939041,673.0066864452389,0.19316872880360333
78052087,443803778,LeanneAldred,1790,127,2498,126,1514,1322,1808,1314,Yes,UCSB-IZC00037244.jpg,10/11/22 15:03,10/11/22 15:04,NA,NA,1.3,UCSB-IZC00037244,294.10882339705483,708.0007062,0.20770376414569397
78051908,443803876,LeanneAldred,1021,396,1533,398,959,1929,955,2118,Yes,UCSB-IZC00030767.jpg,10/11/22 15:04,10/11/22 15:04,NA,NA,1.3,UCSB-IZC00030767,189.04232330353963,512.0039062,0.18461023539216542
78051837,443803992,LeanneAldred,1172,91,1763,91,1157,1602,1403,1594,Yes,UCSB-IZC00003658.jpg,10/11/22 15:04,10/11/22 15:05,NA,NA,1.3,UCSB-IZC00003658,246.13004692641653,591,0.20823185019155374
78052008,443804159,LeanneAldred,822,88,1348,87,1010,1326,1036,1526,Yes,UCSB-IZC00036324.jpg,10/11/22 15:05,10/11/22 15:05,NA,NA,1.3,UCSB-IZC00036324,201.6829194552677,526.0009505694833,0.1917134553054633
78052301,443804262,LeanneAldred,1457,155,2107,154,1613,2348,1613,2558,Yes,UCSB-IZC00046708.jpg,10/11/22 15:05,10/11/22 15:06,NA,NA,1.3,UCSB-IZC00046708,210,650.0007692303141,0.16153827036902393
78051839,443804364,LeanneAldred,1547,184,2178,189,1574,2248,1579,2498,Yes,UCSB-IZC00004438.jpg,10/11/22 15:06,10/11/22 15:06,NA,NA,1.3,UCSB-IZC00004438,250.04999500099976,631.0198095147251,0.19813165231159413
78052255,443804450,LeanneAldred,1489,129,2121,131,1639,2075,1649,2309,Yes,UCSB-IZC00042982.jpg,10/11/22 15:06,10/11/22 15:06,NA,NA,1.3,UCSB-IZC00042982,234.21357774475842,632.0031645490393,0.18529462420641485
78052241,443804532,LeanneAldred,986,168,1499,163,924,1007,925,1223,Yes,UCSB-IZC00042456.jpg,10/11/22 15:06,10/11/22 15:07,NA,NA,1.3,UCSB-IZC00042456,216.00231480241132,513.0243658930831,0.21051857295938584
78052014,443804608,LeanneAldred,1417,116,2048,117,1266,1348,1531,1357,Yes,UCSB-IZC00036424.jpg,10/11/22 15:07,10/11/22 15:07,NA,NA,1.3,UCSB-IZC00036424,265.1527861441399,631.0007923925294,0.21010495497063902
78051860,443804723,LeanneAldred,1446,102,1959,103,1232,1565,1225,1748,Yes,UCSB-IZC00005904.jpg,10/11/22 15:07,10/11/22 15:08,NA,NA,1.3,UCSB-IZC00005904,183.13383084509536,513.0009746579435,0.17849267339813976
78051911,443804851,LeanneAldred,1330,190,1951,185,1364,2371,1412,2620,Yes,UCSB-IZC00030820.jpg,10/11/22 15:08,10/11/22 15:08,NA,NA,1.3,UCSB-IZC00030820,253.58430550804994,621.0201284982637,0.20416754133337156
78052111,443804944,LeanneAldred,1850,187,2514,187,1833,2399,1839,2673,Yes,UCSB-IZC00038816.jpg,10/11/22 15:08,10/11/22 15:09,NA,NA,1.3,UCSB-IZC00038816,274.0656855573131,664,0.20637476322086828
78052185,443805036,LeanneAldred,1733,345,2395,333,1600,2604,1622,2881,Yes,UCSB-IZC00041480.jpg,10/11/22 15:09,10/11/22 15:09,NA,NA,1.3,UCSB-IZC00041480,277.8722728161268,662.1087523964625,0.20983884581678233
78051842,443805095,LeanneAldred,957,100,1470,98,1100,1945,1119,2160,Yes,UCSB-IZC00005587.jpg,10/11/22 15:09,10/11/22 15:10,NA,NA,1.3,UCSB-IZC00005587,215.83790213954546,513.0038986206634,0.21036672695848754
78052227,443805178,LeanneAldred,1552,246,2226,248,2014,2448,1980,2717,Yes,UCSB-IZC00042265.jpg,10/11/22 15:10,10/11/22 15:10,NA,NA,1.3,UCSB-IZC00042265,271.1401851441427,674.0029673525185,0.20114168503529037
78051966,443805275,LeanneAldred,1489,129,2118,129,1926,1513,1922,1718,Yes,UCSB-IZC00035100.jpg,10/11/22 15:10,10/11/22 15:11,NA,NA,1.3,UCSB-IZC00035100,205.03902067655318,629,0.16298809274765755
78051849,443805396,LeanneAldred,1418,120,1930,117,1332,1787,1321,1983,Yes,UCSB-IZC00005612.jpg,10/11/22 15:11,10/11/22 15:12,NA,NA,1.3,UCSB-IZC00005612,196.30843079195554,512.0087889870641,0.19170416115348682
78052177,443805575,LeanneAldred,1620,253,2295,254,1882,2541,1871,2818,Yes,UCSB-IZC00041020.jpg,10/11/22 15:12,10/11/22 15:13,NA,NA,1.3,UCSB-IZC00041020,277.2183255125822,675.0007407403343,0.20534668244106802
78051953,443805658,LeanneAldred,1005,199,1557,197,1161,1530,1158,1700,Yes,UCSB-IZC00034545.jpg,10/11/22 15:13,10/11/22 15:13,NA,NA,1.3,UCSB-IZC00034545,170.02646852769718,552.0036232,0.1540084714927021
78051864,443805764,LeanneAldred,1172,109,1685,102,1432,1357,1448,1533,Yes,UCSB-IZC00005937.jpg,10/11/22 15:13,10/11/22 15:14,NA,NA,1.3,UCSB-IZC00005937,176.72577627499618,513.0477561,0.17223131198504313
78051984,443805830,LeanneAldred,1174,87,1762,85,1278,1143,1506,1135,Yes,UCSB-IZC00036044.jpg,10/11/22 15:14,10/11/22 15:14,NA,NA,1.3,UCSB-IZC00036044,228.1403077055872,588.0034013507064,0.19399573810417134
78052207,443805967,LeanneAldred,542,88,993,87,625,1516,622,1677,Yes,UCSB-IZC00041841.jpg,10/11/22 15:14,10/11/22 15:15,NA,NA,1.3,UCSB-IZC00041841,161.02794788483146,451.00110864608746,0.1785227849752298
78051946,443806052,LeanneAldred,279,109,631,107,472,1208,482,1328,Yes,UCSB-IZC00034503.jpg,10/11/22 15:15,10/11/22 15:15,NA,NA,1.3,UCSB-IZC00034503,120.41594578792295,352.00568177232594,0.17104261667260087
78052246,443806118,LeanneAldred,930,107,1440,104,1026,1655,1012,1849,Yes,UCSB-IZC00042601.jpg,10/11/22 15:15,10/11/22 15:15,NA,NA,1.3,UCSB-IZC00042601,194.50449866262733,510.0088235,0.190687386
78052099,443806254,LeanneAldred,886,122,1396,121,924,1187,932,1392,Yes,UCSB-IZC00038573.jpg,10/11/22 15:15,10/11/22 15:16,NA,NA,1.3,UCSB-IZC00038573,205.15603817582362,510.00098039121457,0.2011329841154926
78052088,443806352,LeanneAldred,1488,81,2117,83,1669,2003,1654,2250,Yes,UCSB-IZC00037247.jpg,10/11/22 15:16,10/11/22 15:16,NA,NA,1.3,UCSB-IZC00037247,247.45504642257754,629.0031796422018,0.19670412998813322
78052016,443806437,LeanneAldred,1414,86,2046,88,1268,1746,1549,1740,Yes,UCSB-IZC00036437.jpg,10/11/22 15:16,10/11/22 15:17,NA,NA,1.3,UCSB-IZC00036437,281.06404963993526,632.0031645490393,0.22235968536683373
78052083,443806617,LeanneAldred,1268,121,1899,118,1018,1388,1273,1346,Yes,UCSB-IZC00037223.jpg,10/11/22 15:17,10/11/22 15:18,NA,NA,1.3,UCSB-IZC00037223,258.43567865138124,631.0071314969427,0.20478031527020338
78051872,443806676,LeanneAldred,1334,164,1913,163,1546,1518,1559,1754,Yes,UCSB-IZC00012317.jpg,10/11/22 15:18,10/11/22 15:18,NA,NA,1.3,UCSB-IZC00012317,236.35777964771967,579.0008635572144,0.204108314
78051892,443806767,LeanneAldred,361,108,902,108,1058,2568,1045,2785,Yes,UCSB-IZC00023325.jpg,10/11/22 15:18,10/11/22 15:18,NA,NA,1.3,UCSB-IZC00023325,217.38905216224666,541,0.20091409626825013
78052039,443806878,LeanneAldred,1167,96,1762,96,1430,1533,1221,1514,Yes,UCSB-IZC00036610.jpg,10/11/22 15:18,10/11/22 15:19,NA,NA,1.3,UCSB-IZC00036610,209.86185932655795,595,0.176354504
78051979,443806959,LeanneAldred,855,121,1382,124,1124,1391,1140,1613,Yes,UCSB-IZC00036013.jpg,10/11/22 15:19,10/11/22 15:19,NA,NA,1.3,UCSB-IZC00036013,222.5758297749331,527.0085388302547,0.21116909250556093
78052084,443807043,LeanneAldred,1369,137,1999,137,1615,1472,1855,1472,Yes,UCSB-IZC00037232.jpg,10/11/22 15:19,10/11/22 15:20,NA,NA,1.3,UCSB-IZC00037232,240,630,0.19047619047619047
78051870,443807156,LeanneAldred,1174,80,1762,80,1053,1427,1296,1411,Yes,UCSB-IZC00010892.jpg,10/11/22 15:20,10/11/22 15:20,NA,NA,1.3,UCSB-IZC00010892,243.52617929085162,588,0.20708008443099626
78051922,443807395,LeanneAldred,782,117,1299,115,754,1294,754,1501,Yes,UCSB-IZC00034068.jpg,10/11/22 15:20,10/11/22 15:21,NA,NA,1.3,UCSB-IZC00034068,207,517.0038684574807,0.20019192565966654
78051885,443807619,LeanneAldred,1250,196,1903,192,1340,2355,1331,2569,Yes,UCSB-IZC00012462.jpg,10/11/22 15:21,10/11/22 15:22,NA,NA,1.3,UCSB-IZC00012462,214.18916872708573,653.0122510336234,0.16400088083191044
78052217,443807767,LeanneAldred,1778,297,2454,303,1667,2680,1654,2970,Yes,UCSB-IZC00041967.jpg,10/11/22 15:22,10/11/22 15:22,NA,NA,1.3,UCSB-IZC00041967,290.2912330746487,676.0266266945408,0.21470399360897902
78052323,443807926,LeanneAldred,700,151,1218,150,853,1746,859,1962,Yes,UCSB-IZC00030474.jpg,10/11/22 15:22,10/11/22 15:23,NA,NA,1.3,UCSB-IZC00030474,216.08331726442927,518.0009653,0.20857424190330864
